participant_id,run_index,relative_path,mask_sha256,mask_nonzero_voxels,mask_fraction,components_26_connected,largest_component_voxels,largest_component_fraction,second_component_voxels,bbox_width_axis0,bbox_width_axis1,bbox_width_axis2,touches_volume_border,claim_level
sub-03,26,sub-03/anat/sub-03_run-26_T1w.nii.gz,4864aee83a4a34c10fd3403a47983d4eccea9daf27c0089bddd2fe27f7ed94eb,960738,0.07479438,1,960738,1,0,155,126,113,0,skullstrip_input_qc_not_segmentation_validation
sub-03,27,sub-03/anat/sub-03_run-27_T1w.nii.gz,bd1453b71ef2b57efac32a54cf8ab6676f63355f4e3935a936536e82c3f2a20c,961715,0.07487044,1,961715,1,0,156,127,113,0,skullstrip_input_qc_not_segmentation_validation
sub-03,28,sub-03/anat/sub-03_run-28_T1w.nii.gz,0ffa66d374fee0fab1fa36a0e30e4415c9a69b2277fe7720d5440d930417ebd0,964063,0.075053234,1,964063,1,0,154,127,113,0,skullstrip_input_qc_not_segmentation_validation
sub-03,29,sub-03/anat/sub-03_run-29_T1w.nii.gz,76b92b1c229addb2ba383d3778c0150e0a08df3a2296412c6f5534502c6fa3bc,969067,0.075442801,1,969067,1,0,154,129,114,0,skullstrip_input_qc_not_segmentation_validation
sub-03,30,sub-03/anat/sub-03_run-30_T1w.nii.gz,bd75a88f05ef4436065adfa663e969533f89224ce7da131d33c2e5447c4ecc5d,968800,0.075422015,1,968800,1,0,156,129,114,0,skullstrip_input_qc_not_segmentation_validation
sub-03,31,sub-03/anat/sub-03_run-31_T1w.nii.gz,299ffd320d9f6e3ba087048ca9fd2db45f838be99d70ef5a557934964e8d23b7,958770,0.074641169,1,958770,1,0,149,127,114,0,skullstrip_input_qc_not_segmentation_validation
sub-03,32,sub-03/anat/sub-03_run-32_T1w.nii.gz,3c10c22720b487fb4174f30b5511d0b00eab7e74b9de1dbfdc1485212b1ff08e,964509,0.075087956,1,964509,1,0,153,127,113,0,skullstrip_input_qc_not_segmentation_validation
sub-03,33,sub-03/anat/sub-03_run-33_T1w.nii.gz,957438eef4ceaae67a7447fc41477c7595a032cc94c62d113b1fca1433527005,957881,0.07457196,1,957881,1,0,155,126,113,0,skullstrip_input_qc_not_segmentation_validation
sub-03,34,sub-03/anat/sub-03_run-34_T1w.nii.gz,2a822c40f2bca1ebc237860c6a2c1f3f55b62b858f462575ad7feb1c5ceb2f9b,955759,0.07440676,1,955759,1,0,154,126,113,0,skullstrip_input_qc_not_segmentation_validation
sub-03,35,sub-03/anat/sub-03_run-35_T1w.nii.gz,93872575f29cfc4cb621a727c136c9d178d1604be90b15c6c6b21fd6cc02a2e3,956166,0.074438445,1,956166,1,0,151,127,113,0,skullstrip_input_qc_not_segmentation_validation
sub-03,36,sub-03/anat/sub-03_run-36_T1w.nii.gz,347d6c46df5e6ec75781eb950dfbcb222e4f053a9133d3cc2c5a47ba72a15c57,959782,0.074719955,1,959782,1,0,152,126,113,0,skullstrip_input_qc_not_segmentation_validation
sub-03,37,sub-03/anat/sub-03_run-37_T1w.nii.gz,76aa14a4a97776c611d3807ddcd51f1d4256fd137178f4d3003bb92c856444db,962732,0.074949615,1,962732,1,0,154,128,113,0,skullstrip_input_qc_not_segmentation_validation
sub-03,38,sub-03/anat/sub-03_run-38_T1w.nii.gz,55428daf1b227f1bc261550547243160ee4c784732fd8a24378f61915c3a13fe,952806,0.074176866,1,952806,1,0,153,127,113,0,skullstrip_input_qc_not_segmentation_validation
sub-03,39,sub-03/anat/sub-03_run-39_T1w.nii.gz,a8d39575102814dc5b446f635237bbc20c08a74b5dfa77f922a33ab085913c6d,958543,0.074623497,1,958543,1,0,154,128,113,0,skullstrip_input_qc_not_segmentation_validation
sub-03,40,sub-03/anat/sub-03_run-40_T1w.nii.gz,87e0a3e4da821fa9d82064afcd83f453afa6aa622114a1eae7a5c1716d67fc4c,965124,0.075135834,1,965124,1,0,152,129,114,0,skullstrip_input_qc_not_segmentation_validation
