n_scans,n_participants,latent_dimensions,nonconstant_dimensions,dimension_icc_2_1_median,dimension_icc_2_1_p10,dimension_icc_2_1_p90,dimension_icc_2_1_fraction_above_0p75,cosine_to_subject_centroid_median,standardized_l2_to_centroid_median,nearest_neighbor_identity_retention,within_subject_cosine_distance_median,between_subject_cosine_distance_median,within_subject_cosine_distance_p95,between_subject_cosine_distance_p05,claim_level
120,3,160,160,0.47100445,0.11120042,0.8720913,0.2375,0.99045824,0.68085559,1,0.020837481,0.06547085,0.063584976,0.029029687,feature_stability_qc_only_not_downstream_validation
