method,metric,n_genuine,n_impostor,genuine_median,genuine_p90,impostor_p10,impostor_median,median_margin,strict_gap_p10_minus_p90,auc,eer,eer_threshold,far_at_eer_threshold,frr_at_eer_threshold,passes_genuine_p90_lt_impostor_p10
3ddfa_v2,mesh_median_pct_bbox,26,65,0.6816717338205289,1.065908843176047,0.3668496260894606,0.7255166400154889,0.043844906194959954,-0.6990592170865865,0.5644970414201184,0.46153846153846156,0.7082924901261024,0.46153846153846156,0.46153846153846156,False
3ddfa_v2,mesh_p90_pct_bbox,26,65,1.166989505372487,1.8832690547090443,0.6649261762869534,1.3050328818500931,0.13804337647760612,-1.2183428784220909,0.5426035502958579,0.46153846153846156,1.2185826932299482,0.46153846153846156,0.46153846153846156,False
3ddfa_v2,landmark_descriptor_distance,26,65,0.10147510848981557,0.16094998259547666,0.04747364616136397,0.09676372445685014,-0.004711384032965435,-0.11347633643411269,0.506508875739645,0.5384615384615384,0.09822141223662172,0.5384615384615384,0.5384615384615384,False
mediapipe,mesh_median_pct_bbox,26,65,1.2459263877371018,1.850111211493791,0.9208558242678143,1.6181005412782306,0.3721741535411287,-0.9292553872259767,0.6822485207100591,0.42692307692307696,1.4074376828040174,0.4307692307692308,0.4230769230769231,False
mediapipe,mesh_p90_pct_bbox,26,65,3.014144204814386,3.81942218607446,2.032613771213936,3.1695903459615447,0.15544614114715882,-1.7868084148605243,0.6556213017751479,0.4538461538461539,3.0525600831445066,0.4461538461538462,0.46153846153846156,False
mediapipe,landmark_descriptor_distance,26,65,0.14413908269868106,0.3313459650949927,0.09799818173018797,0.14762219260175768,0.0034831099030766255,-0.23334778336480472,0.5408284023668639,0.49615384615384617,0.1465865225028815,0.49230769230769234,0.5,False
