summary_id,n_rows,n_predictions,n_with_chronological_age,mean_predicted_brain_age_years,min_predicted_brain_age_years,max_predicted_brain_age_years,mae_years,bias_years_pred_minus_chron,rmse_years,pearson_r,claim_level,interpretation
neurofm_simon_fastsurfer_mask_predictions,87,87,87,80.9927,68.8255,87.1781,37.1518,37.1518,37.4354,0.057847,application_branch_not_validation_claim,"NeuroFM run on a skull-stripped, mask-derived application branch. This is not validation evidence for Kate brain age or segmentation quality."
