summary_id,n_rows,n_predictions,n_with_chronological_age,mean_predicted_brain_age_years,min_predicted_brain_age_years,max_predicted_brain_age_years,mae_years,bias_years_pred_minus_chron,rmse_years,pearson_r,claim_level,interpretation
neurofm_srpbs_travelling_fastsurfer_mask_predictions,143,143,143,81.0564,69.3585,89.444,54.0354,54.0354,54.1854,0.233402,application_branch_not_validation_claim,"NeuroFM run on a skull-stripped, mask-derived application branch. This is not validation evidence for Kate brain age or segmentation quality."
