category,name,cross_pos,cross_neg,cross_cv,long_pos,long_neg,long_cv,delta_cv,ratio,improved
long-surface-ThickAvg,lh-parstriangularis,,,,2.544,2.55,0.11778563015311708,,,
long-surface-ThickAvg,lh-pericalcarine,,,,1.702,1.672,0.8891523414345,,,
long-surface-ThickAvg,lh-postcentral,,,,2.07,2.077,0.16879672052086128,,,
long-surface-ThickAvg,lh-posteriorcingulate,,,,2.423,2.42,0.06194507536651071,,,
long-surface-ThickAvg,lh-precentral,,,,2.579,2.586,0.13552758954500818,,,
long-surface-ThickAvg,lh-precuneus,,,,2.42,2.445,0.5138746145940372,,,
long-surface-ThickAvg,lh-rostralanteriorcingulate,,,,2.894,2.918,0.41293874741913317,,,
long-surface-ThickAvg,lh-rostralmiddlefrontal,,,,2.534,2.544,0.1969279243796816,,,
long-surface-ThickAvg,lh-superiorfrontal,,,,2.698,2.719,0.38766845117223386,,,
long-surface-ThickAvg,lh-superiorparietal,,,,2.339,2.351,0.25586353944562923,,,
long-surface-ThickAvg,lh-superiortemporal,,,,2.743,2.769,0.47169811320755156,,,
long-surface-ThickAvg,lh-supramarginal,,,,2.492,2.516,0.47923322683706115,,,
long-surface-ThickAvg,lh-transversetemporal,,,,2.469,2.493,0.48367593712212864,,,
long-surface-ThickAvg,rh-caudalanteriorcingulate,,,,2.5,2.488,0.24057738572574203,,,
long-surface-ThickAvg,rh-caudalmiddlefrontal,,,,2.645,2.638,0.132500473215978,,,
long-surface-ThickAvg,rh-cuneus,,,,2.067,2.06,0.16961473225103263,,,
long-surface-ThickAvg,rh-entorhinal,,,,2.853,2.859,0.1050420168067189,,,
long-surface-ThickAvg,rh-fusiform,,,,2.812,2.83,0.3190358029067749,,,
long-surface-ThickAvg,rh-inferiorparietal,,,,2.524,2.541,0.3356367226061186,,,
long-surface-ThickAvg,rh-inferiortemporal,,,,2.771,2.773,0.03607503607504011,,,
long-surface-ThickAvg,rh-insula,,,,3.028,3.016,0.19854401058901405,,,
long-surface-ThickAvg,rh-isthmuscingulate,,,,2.442,2.431,0.22573363431151489,,,
long-surface-ThickAvg,rh-lateraloccipital,,,,2.069,2.069,0.0,,,
long-surface-ThickAvg,rh-lateralorbitofrontal,,,,2.466,2.462,0.08116883116883122,,,
long-surface-ThickAvg,rh-lingual,,,,2.042,2.028,0.34398034398033883,,,
long-surface-ThickAvg,rh-medialorbitofrontal,,,,2.501,2.507,0.11980830670926972,,,
long-surface-ThickAvg,rh-middletemporal,,,,2.868,2.866,0.03487966515521067,,,
long-surface-ThickAvg,rh-paracentral,,,,2.62,2.649,0.5503890681343692,,,
long-surface-ThickAvg,rh-parahippocampal,,,,3.127,3.14,0.207435774692841,,,
long-surface-ThickAvg,rh-parsopercularis,,,,2.641,2.649,0.15122873345935742,,,
long-surface-ThickAvg,rh-parsorbitalis,,,,2.691,2.687,0.07437709185570851,,,
long-surface-ThickAvg,rh-parstriangularis,,,,2.443,2.421,0.45230263157895234,,,
long-surface-ThickAvg,rh-pericalcarine,,,,1.707,1.633,2.2155688622754512,,,
long-surface-ThickAvg,rh-postcentral,,,,2.054,2.059,0.1215657670799985,,,
long-surface-ThickAvg,rh-posteriorcingulate,,,,2.505,2.48,0.5015045135406201,,,
long-surface-ThickAvg,rh-precentral,,,,2.596,2.591,0.09639483323693644,,,
long-surface-ThickAvg,rh-precuneus,,,,2.534,2.546,0.2362204724409451,,,
long-surface-ThickAvg,rh-rostralanteriorcingulate,,,,2.832,2.812,0.35435861091424553,,,
long-surface-ThickAvg,rh-rostralmiddlefrontal,,,,2.327,2.29,0.8013861815031389,,,
long-surface-ThickAvg,rh-superiorfrontal,,,,2.641,2.639,0.03787878787879212,,,
long-surface-ThickAvg,rh-superiorparietal,,,,2.336,2.339,0.06417112299465484,,,
long-surface-ThickAvg,rh-superiortemporal,,,,2.863,2.875,0.20913210177762306,,,
long-surface-ThickAvg,rh-supramarginal,,,,2.5,2.518,0.3587086488640852,,,
long-surface-ThickAvg,rh-transversetemporal,,,,2.707,2.68,0.5012066085019433,,,
long-surface-GrayVol,lh-caudalanteriorcingulate,,,,3153.0,3183.0,0.4734848484848485,,,
long-surface-GrayVol,lh-caudalmiddlefrontal,,,,7515.0,7483.0,0.21336178157087612,,,
long-surface-GrayVol,lh-cuneus,,,,4242.0,4274.0,0.3757632691404415,,,
long-surface-GrayVol,lh-entorhinal,,,,1603.0,1588.0,0.4700720777185835,,,
long-surface-GrayVol,lh-fusiform,,,,7691.0,7699.0,0.05198180636777128,,,
long-surface-GrayVol,lh-inferiorparietal,,,,10015.0,10086.0,0.353216257897617,,,
long-surface-GrayVol,lh-inferiortemporal,,,,13426.0,13590.0,0.6070476754515842,,,
