category,name,cross_pos,cross_neg,cross_cv,long_pos,long_neg,long_cv,delta_cv,ratio,improved
long-surface-GrayVol,rh-postcentral,,,,9401.0,9407.0,0.031901318587834966,,,
long-surface-GrayVol,rh-posteriorcingulate,,,,3066.0,3036.0,0.4916420845624385,,,
long-surface-GrayVol,rh-precentral,,,,13343.0,13302.0,0.15387502345655846,,,
long-surface-GrayVol,rh-precuneus,,,,9547.0,9612.0,0.3392661412391043,,,
long-surface-GrayVol,rh-rostralanteriorcingulate,,,,2004.0,1938.0,1.67427701674277,,,
long-surface-GrayVol,rh-rostralmiddlefrontal,,,,11812.0,11703.0,0.46353391452264514,,,
long-surface-GrayVol,rh-superiorfrontal,,,,27093.0,27080.0,0.02399719417421963,,,
long-surface-GrayVol,rh-superiorparietal,,,,10703.0,10707.0,0.018682858477347034,,,
long-surface-GrayVol,rh-superiortemporal,,,,15987.0,16037.0,0.15613290032475644,,,
long-surface-GrayVol,rh-supramarginal,,,,9025.0,9086.0,0.3368118822814864,,,
long-surface-GrayVol,rh-transversetemporal,,,,1101.0,1115.0,0.631768953068592,,,
long-surface-SurfArea,lh-caudalanteriorcingulate,,,,1091.0,1087.0,0.18365472910927455,,,
long-surface-SurfArea,lh-caudalmiddlefrontal,,,,2742.0,2732.0,0.18268176835951772,,,
long-surface-SurfArea,lh-cuneus,,,,2029.0,2035.0,0.14763779527559054,,,
long-surface-SurfArea,lh-entorhinal,,,,344.0,348.0,0.5780346820809249,,,
long-surface-SurfArea,lh-fusiform,,,,2652.0,2669.0,0.3194888178913738,,,
long-surface-SurfArea,lh-inferiorparietal,,,,3584.0,3581.0,0.0418702023726448,,,
long-surface-SurfArea,lh-inferiortemporal,,,,4010.0,4013.0,0.03739249657235448,,,
long-surface-SurfArea,lh-insula,,,,1625.0,1635.0,0.3067484662576687,,,
long-surface-SurfArea,lh-isthmuscingulate,,,,922.0,934.0,0.646551724137931,,,
long-surface-SurfArea,lh-lateraloccipital,,,,4377.0,4354.0,0.263429160462719,,,
long-surface-SurfArea,lh-lateralorbitofrontal,,,,3239.0,3230.0,0.13912505796877414,,,
long-surface-SurfArea,lh-lingual,,,,2947.0,2951.0,0.0678195998643608,,,
long-surface-SurfArea,lh-medialorbitofrontal,,,,1944.0,1953.0,0.23094688221709006,,,
long-surface-SurfArea,lh-middletemporal,,,,4143.0,4114.0,0.3512171490856243,,,
long-surface-SurfArea,lh-paracentral,,,,1316.0,1312.0,0.15220700152207,,,
long-surface-SurfArea,lh-parahippocampal,,,,629.0,632.0,0.23790642347343377,,,
long-surface-SurfArea,lh-parsopercularis,,,,1442.0,1436.0,0.20847810979847117,,,
long-surface-SurfArea,lh-parsorbitalis,,,,656.0,660.0,0.303951367781155,,,
long-surface-SurfArea,lh-parstriangularis,,,,1575.0,1582.0,0.22172949002217296,,,
long-surface-SurfArea,lh-pericalcarine,,,,1261.0,1254.0,0.2783300198807157,,,
long-surface-SurfArea,lh-postcentral,,,,4424.0,4444.0,0.2255299954894001,,,
long-surface-SurfArea,lh-posteriorcingulate,,,,1003.0,1004.0,0.04982561036372696,,,
long-surface-SurfArea,lh-precentral,,,,4872.0,4909.0,0.37828442899499026,,,
long-surface-SurfArea,lh-precuneus,,,,3321.0,3306.0,0.22634676324128564,,,
long-surface-SurfArea,lh-rostralanteriorcingulate,,,,1018.0,1023.0,0.2449779519843214,,,
long-surface-SurfArea,lh-rostralmiddlefrontal,,,,4404.0,4412.0,0.09074410163339383,,,
long-surface-SurfArea,lh-superiorfrontal,,,,7955.0,7935.0,0.12586532410320955,,,
long-surface-SurfArea,lh-superiorparietal,,,,4558.0,4554.0,0.043898156277436345,,,
long-surface-SurfArea,lh-superiortemporal,,,,5152.0,5102.0,0.4876145894285157,,,
long-surface-SurfArea,lh-supramarginal,,,,3485.0,3500.0,0.2147458840372226,,,
long-surface-SurfArea,lh-transversetemporal,,,,470.0,465.0,0.5347593582887701,,,
long-surface-SurfArea,rh-caudalanteriorcingulate,,,,586.0,588.0,0.17035775127768313,,,
long-surface-SurfArea,rh-caudalmiddlefrontal,,,,2426.0,2422.0,0.08250825082508251,,,
long-surface-SurfArea,rh-cuneus,,,,1731.0,1756.0,0.7169486664754804,,,
long-surface-SurfArea,rh-entorhinal,,,,400.0,406.0,0.7444168734491315,,,
long-surface-SurfArea,rh-fusiform,,,,2567.0,2566.0,0.01948178453146308,,,
long-surface-SurfArea,rh-inferiorparietal,,,,4702.0,4717.0,0.1592525745832891,,,
long-surface-SurfArea,rh-inferiortemporal,,,,4274.0,4284.0,0.11684973124561814,,,
long-surface-SurfArea,rh-insula,,,,1794.0,1795.0,0.027862914460852605,,,
long-surface-SurfArea,rh-isthmuscingulate,,,,955.0,952.0,0.15731515469323545,,,
long-surface-SurfArea,rh-lateraloccipital,,,,4946.0,4927.0,0.19244403929909856,,,
long-surface-SurfArea,rh-lateralorbitofrontal,,,,3572.0,3575.0,0.041975654120610044,,,
long-surface-SurfArea,rh-lingual,,,,2899.0,2911.0,0.20654044750430292,,,
long-surface-SurfArea,rh-medialorbitofrontal,,,,1519.0,1551.0,1.0423452768729642,,,
long-surface-SurfArea,rh-middletemporal,,,,4160.0,4176.0,0.19193857965451055,,,
long-surface-SurfArea,rh-paracentral,,,,1264.0,1264.0,0.0,,,
long-surface-SurfArea,rh-parahippocampal,,,,551.0,550.0,0.09082652134423251,,,
long-surface-SurfArea,rh-parsopercularis,,,,1627.0,1630.0,0.092109303039607,,,
long-surface-SurfArea,rh-parsorbitalis,,,,767.0,761.0,0.39267015706806285,,,
long-surface-SurfArea,rh-parstriangularis,,,,1556.0,1570.0,0.44785668586052463,,,
long-surface-SurfArea,rh-pericalcarine,,,,1274.0,1302.0,1.0869565217391304,,,
long-surface-SurfArea,rh-postcentral,,,,4184.0,4167.0,0.20356843491797388,,,
long-surface-SurfArea,rh-posteriorcingulate,,,,1099.0,1097.0,0.09107468123861566,,,
long-surface-SurfArea,rh-precentral,,,,4801.0,4812.0,0.11442837823780297,,,
long-surface-SurfArea,rh-precuneus,,,,3420.0,3435.0,0.2188183807439825,,,
long-surface-SurfArea,rh-rostralanteriorcingulate,,,,609.0,613.0,0.32733224222585927,,,
long-surface-SurfArea,rh-rostralmiddlefrontal,,,,4289.0,4286.0,0.03498542274052478,,,
long-surface-SurfArea,rh-superiorfrontal,,,,8935.0,8964.0,0.16202022459355273,,,
long-surface-SurfArea,rh-superiorparietal,,,,4111.0,4089.0,0.2682926829268293,,,
long-surface-SurfArea,rh-superiortemporal,,,,4661.0,4664.0,0.032171581769437,,,
long-surface-SurfArea,rh-supramarginal,,,,3236.0,3225.0,0.17025228292833927,,,
long-surface-SurfArea,rh-transversetemporal,,,,329.0,340.0,1.6442451420029895,,,
