summary_id,n_rows,n_predictions,n_with_chronological_age,mean_predicted_brain_age_years,min_predicted_brain_age_years,max_predicted_brain_age_years,mae_years,bias_years_pred_minus_chron,rmse_years,pearson_r,claim_level,interpretation
neurofm_simon_stability_perturbation_predictions,84,84,84,80.3272,70.8252,85.6121,38.0839,38.0839,38.8666,-0.420296,application_branch_not_validation_claim,"NeuroFM-S perturbation stability QC on 12 SIMON FastSurfer-mask skull-stripped inputs with brain-size scaling, resampling roundtrip, and small rotations; robustness probe only, not validation or clinical brain-age evidence."
