reference_variant,session_group,structure,n_sources,n_methods,reference_volume_ml,source_median_ml,source_mad_ml,reference_strength
trusted_source_median,2024_t1like,right_caudate,4,2,3.4621257904987393,3.4621257904987393,0.27272020950126064,moderate
trusted_method_balanced_median,2024_t1like,right_caudate,4,2,3.307702365482191,3.307702365482191,0.4271436345178088,moderate
all_source_median,2024_t1like,right_cerebellum_cortex,6,2,48.70032950829567,48.70032950829567,0.5785285082956655,moderate
trusted_source_median,2024_t1like,right_cerebellum_cortex,4,2,49.394191661751705,49.394191661751705,1.2723906617517073,moderate
trusted_method_balanced_median,2024_t1like,right_cerebellum_cortex,4,2,49.532186032327914,49.532186032327914,1.410385032327909,moderate
all_source_median,2024_t1like,right_cerebellum_white_matter,6,2,11.379415723171789,11.379415723171789,0.7110738807569703,moderate
trusted_source_median,2024_t1like,right_cerebellum_white_matter,4,2,11.379415723171789,11.379415723171789,0.6257768807569706,moderate
trusted_method_balanced_median,2024_t1like,right_cerebellum_white_matter,4,2,11.58568742120741,11.58568742120741,0.8320485787925911,moderate
all_source_median,2024_t1like,right_cerebral_cortex,6,2,246.65231,246.65231,14.547718984918092,moderate
trusted_source_median,2024_t1like,right_cerebral_cortex,4,2,251.32404158167452,251.32404158167452,4.671731581674521,moderate
trusted_method_balanced_median,2024_t1like,right_cerebral_cortex,4,2,253.92616949245905,253.92616949245905,7.273859492459053,moderate
all_source_median,2024_t1like,right_cerebral_white_matter,6,2,190.60175363504274,190.60175363504274,10.098146364957259,moderate
trusted_source_median,2024_t1like,right_cerebral_white_matter,4,2,194.5192581508988,194.5192581508988,3.9175045158560664,moderate
trusted_method_balanced_median,2024_t1like,right_cerebral_white_matter,4,2,195.65082681752136,195.65082681752136,5.049073182478637,moderate
all_source_median,2024_t1like,right_hippocampus,6,2,3.6667269409186494,3.6667269409186494,0.13055099999999986,moderate
trusted_source_median,2024_t1like,right_hippocampus,4,2,3.7120177869022846,3.7120177869022846,0.12885386521275533,moderate
trusted_method_balanced_median,2024_t1like,right_hippocampus,4,2,3.7111692195086623,3.7111692195086623,0.11565321950866236,moderate
all_source_median,2024_t1like,right_inferior_lateral_ventricle,6,2,0.4060385,0.4060385,0.05940128287697338,moderate
trusted_source_median,2024_t1like,right_inferior_lateral_ventricle,4,2,0.39546771712302664,0.39546771712302664,0.04883050000000003,moderate
trusted_method_balanced_median,2024_t1like,right_inferior_lateral_ventricle,4,2,0.4443989132366852,0.4443989132366852,0.06581441323668519,moderate
all_source_median,2024_t1like,right_lateral_ventricle,6,2,5.115146748437133,5.115146748437133,0.12775875056881647,moderate
trusted_source_median,2024_t1like,right_lateral_ventricle,4,2,5.115146748437133,5.115146748437133,0.10561575056881667,moderate
trusted_method_balanced_median,2024_t1like,right_lateral_ventricle,4,2,5.1052407495029755,5.1052407495029755,0.115521749502975,moderate
all_source_median,2024_t1like,right_pallidum,6,2,1.4158300952924814,1.4158300952924814,0.009731904707518613,moderate
trusted_source_median,2024_t1like,right_pallidum,4,2,1.4033877713299001,1.4033877713299001,0.016211194963147935,moderate
trusted_method_balanced_median,2024_t1like,right_pallidum,4,2,1.39000788566495,1.39000788566495,0.013379885664950075,moderate
all_source_median,2024_t1like,right_putamen,6,2,4.6157947663279115,4.6157947663279115,0.3591850581321814,moderate
trusted_source_median,2024_t1like,right_putamen,4,2,4.6157947663279115,4.6157947663279115,0.15865855813218133,moderate
trusted_method_balanced_median,2024_t1like,right_putamen,4,2,4.6638293540978655,4.6638293540978655,0.20669314590213483,moderate
all_source_median,2024_t1like,right_thalamus,6,2,6.652521562648483,6.652521562648483,0.30837276734809027,moderate
trusted_source_median,2024_t1like,right_thalamus,4,2,6.652521562648483,6.652521562648483,0.21958014971139717,moderate
trusted_method_balanced_median,2024_t1like,right_thalamus,4,2,6.686422206468542,6.686422206468542,0.25348079353145714,moderate
all_source_median,2024_t1like,right_ventral_dc,3,1,3.6495538332860353,3.6495538332860353,0.07102275379068246,weak
trusted_source_median,2024_t1like,right_ventral_dc,2,1,3.614042456390694,3.614042456390694,0.03551137689534123,weak
all_source_median,2024_t1like,third_ventricle,6,2,0.6984497706375525,0.6984497706375525,0.09620277063755256,moderate
trusted_source_median,2024_t1like,third_ventricle,4,2,0.6984497706375525,0.6984497706375525,0.07535377063755261,moderate
trusted_method_balanced_median,2024_t1like,third_ventricle,4,2,0.9342134891972123,0.9342134891972123,0.3111174891972122,moderate
all_source_median,2024_t1like,total_intracranial,3,1,1307.1279,1307.1279,7.173900000000003,weak
trusted_source_median,2024_t1like,total_intracranial,2,1,1310.7148499999998,1310.7148499999998,3.5869500000000016,weak
