reference_variant,source_id,method,scan_id,structure,label,dice,jaccard,hd95_mm,assd_mm,source_voxels,reference_voxels,intersection_voxels,signed_volume_error_pct,abs_volume_error_pct,n_reference_sources
trusted_registered_hard_vote,synthseg_2024_3di,SynthSeg,2024_phi_3di,third_ventricle,14,0.8039664378337147,0.6721938775510204,1.0,0.3938787579536438,641,670,527,-4.328358208955224,4.328358208955224,4
trusted_registered_hard_vote,synthseg_2024_3di,SynthSeg,2024_phi_3di,fourth_ventricle,15,0.8530236283540248,0.7437150837988827,1.0,0.4486451745033264,1222,1275,1065,-4.156862745098039,4.156862745098039,4
trusted_registered_hard_vote,synthseg_2024_3di,SynthSeg,2024_phi_3di,brain_stem,16,0.929959810934459,0.8690886757688855,1.4142135381698608,0.5885955095291138,20281,19282,18396,5.180997821802717,5.180997821802717,4
trusted_registered_hard_vote,synthseg_2024_3di,SynthSeg,2024_phi_3di,left_hippocampus,17,0.8654455309186062,0.7628065064336004,1.4142135381698608,0.5503145456314087,3610,3651,3142,-1.1229800054779513,1.1229800054779513,4
trusted_registered_hard_vote,synthseg_2024_3di,SynthSeg,2024_phi_3di,left_amygdala,18,0.8422785643727363,0.7275312855517634,1.4142135381698608,0.6259580254554749,1608,1429,1279,12.526242127361792,12.526242127361792,4
trusted_registered_hard_vote,synthseg_2024_3di,SynthSeg,2024_phi_3di,csf,24,0.44707037413654055,0.28788836705202314,39.1024284362793,7.20622444152832,102757,125395,51000,-18.053351409545833,18.053351409545833,4
trusted_registered_hard_vote,synthseg_2024_3di,SynthSeg,2024_phi_3di,left_accumbens_area,26,0.8015037593984963,0.6687578419071518,1.4142135381698608,0.5785771012306213,765,565,533,35.39823008849557,35.39823008849557,4
trusted_registered_hard_vote,synthseg_2024_3di,SynthSeg,2024_phi_3di,left_ventral_dc,28,0.8576414859137372,0.7507638585770406,1.4142135381698608,0.6454051733016968,4192,3830,3440,9.451697127937337,9.451697127937337,4
trusted_registered_hard_vote,synthseg_2024_3di,SynthSeg,2024_phi_3di,right_cerebral_white_matter,41,0.7030137259422177,0.5420363653832296,18.027755737304688,3.0391790866851807,147044,173954,112833,-15.469606907573267,15.469606907573267,4
trusted_registered_hard_vote,synthseg_2024_3di,SynthSeg,2024_phi_3di,right_cerebral_cortex,42,0.6813979835676952,0.5167578807526245,26.153392791748047,4.459006309509277,173431,246717,143144,-29.7044792211319,29.7044792211319,4
trusted_registered_hard_vote,synthseg_2024_3di,SynthSeg,2024_phi_3di,right_lateral_ventricle,43,0.8414404432132964,0.7262815608263198,1.4142135381698608,0.49504372477531433,4474,4551,3797,-1.6919358382773018,1.6919358382773018,4
