method,left_subject_id,right_subject_id,pair_label,left_source_name,right_source_name,left_mesh_name,right_mesh_name,mesh_median_pct_bbox,mesh_p90_pct_bbox,mesh_mean_pct_bbox,scale_left_to_right,landmark_descriptor_distance
mediapipe,1_1,2_1,impostor,1_1_photo_2026-04-09_19-38-04_facecrop.jpg,2_1_photo_3_2026-04-09_20-38-32_facecrop.jpg,kate_crop_1_1_photo_2026_04_09_19_38_04_facecrop_mediapipe_facemesh.ply,kate_crop_2_1_photo_3_2026_04_09_20_38_32_facecrop_mediapipe_facemesh.ply,0.9018118589873715,1.7248759785222807,1.028377715613899,0.8870776312932089,0.10942769427651033
mediapipe,1_1,2_1,impostor,1_1_photo_2026-04-09_19-38-04_facecrop.jpg,2_1_photo_4_2026-04-09_20-38-32_facecrop.jpg,kate_crop_1_1_photo_2026_04_09_19_38_04_facecrop_mediapipe_facemesh.ply,kate_crop_2_1_photo_4_2026_04_09_20_38_32_facecrop_mediapipe_facemesh.ply,1.4752164861690484,3.100975987709304,1.74951607034194,0.9524646707346422,0.12854318659424446
mediapipe,1_1,2_1,impostor,1_1_photo_2026-04-09_19-38-04_facecrop.jpg,2_1_photo_5_2026-04-09_20-38-32_facecrop.jpg,kate_crop_1_1_photo_2026_04_09_19_38_04_facecrop_mediapipe_facemesh.ply,kate_crop_2_1_photo_5_2026_04_09_20_38_32_facecrop_mediapipe_facemesh.ply,1.9557822546501062,4.074322396915701,2.2814659476773658,1.0344750920579513,0.26452960004150455
mediapipe,2_1,2_1,genuine,2_1_photo_2026-04-09_20-37-59_facecrop.jpg,2_1_photo_2_2026-04-09_20-38-32_facecrop.jpg,kate_crop_2_1_photo_2026_04_09_20_37_59_facecrop_mediapipe_facemesh.ply,kate_crop_2_1_photo_2_2026_04_09_20_38_32_facecrop_mediapipe_facemesh.ply,1.373613575994148,2.525505034560203,1.5384419379953866,0.918437719552709,0.37257366054937063
mediapipe,2_1,2_1,genuine,2_1_photo_2026-04-09_20-37-59_facecrop.jpg,2_1_photo_3_2026-04-09_20-38-32_facecrop.jpg,kate_crop_2_1_photo_2026_04_09_20_37_59_facecrop_mediapipe_facemesh.ply,kate_crop_2_1_photo_3_2026_04_09_20_38_32_facecrop_mediapipe_facemesh.ply,1.6059984522157316,3.0525600831445066,1.830706098344998,0.8696961427045552,0.3689732771366569
mediapipe,2_1,2_1,genuine,2_1_photo_2026-04-09_20-37-59_facecrop.jpg,2_1_photo_4_2026-04-09_20-38-32_facecrop.jpg,kate_crop_2_1_photo_2026_04_09_20_37_59_facecrop_mediapipe_facemesh.ply,kate_crop_2_1_photo_4_2026_04_09_20_38_32_facecrop_mediapipe_facemesh.ply,2.5090234910419973,4.223421433628232,2.857443039268495,0.9298428557625765,0.45475223681106314
mediapipe,2_1,2_1,genuine,2_1_photo_2026-04-09_20-37-59_facecrop.jpg,2_1_photo_5_2026-04-09_20-38-32_facecrop.jpg,kate_crop_2_1_photo_2026_04_09_20_37_59_facecrop_mediapipe_facemesh.ply,kate_crop_2_1_photo_5_2026_04_09_20_38_32_facecrop_mediapipe_facemesh.ply,0.8452915264574971,1.9698622908758479,1.0452705453386661,1.0232808199997374,0.2519770694172152
mediapipe,2_1,2_1,genuine,2_1_photo_2_2026-04-09_20-38-32_facecrop.jpg,2_1_photo_3_2026-04-09_20-38-32_facecrop.jpg,kate_crop_2_1_photo_2_2026_04_09_20_38_32_facecrop_mediapipe_facemesh.ply,kate_crop_2_1_photo_3_2026_04_09_20_38_32_facecrop_mediapipe_facemesh.ply,0.6514759692094341,1.3700216759332013,0.810187243538509,0.9472787268673368,0.059496487108808775
mediapipe,2_1,2_1,genuine,2_1_photo_2_2026-04-09_20-38-32_facecrop.jpg,2_1_photo_4_2026-04-09_20-38-32_facecrop.jpg,kate_crop_2_1_photo_2_2026_04_09_20_38_32_facecrop_mediapipe_facemesh.ply,kate_crop_2_1_photo_4_2026_04_09_20_38_32_facecrop_mediapipe_facemesh.ply,1.947401196891903,3.39556505962864,2.1260038696740278,1.0146784433018594,0.15262416728625736
mediapipe,2_1,2_1,genuine,2_1_photo_2_2026-04-09_20-38-32_facecrop.jpg,2_1_photo_5_2026-04-09_20-38-32_facecrop.jpg,kate_crop_2_1_photo_2_2026_04_09_20_38_32_facecrop_mediapipe_facemesh.ply,kate_crop_2_1_photo_5_2026_04_09_20_38_32_facecrop_mediapipe_facemesh.ply,1.1622653189929124,2.9757283264842656,1.4906561555810747,1.1088084824872029,0.18657840869438794
mediapipe,2_1,2_1,genuine,2_1_photo_3_2026-04-09_20-38-32_facecrop.jpg,2_1_photo_4_2026-04-09_20-38-32_facecrop.jpg,kate_crop_2_1_photo_3_2026_04_09_20_38_32_facecrop_mediapipe_facemesh.ply,kate_crop_2_1_photo_4_2026_04_09_20_38_32_facecrop_mediapipe_facemesh.ply,1.7528212260956788,3.1575038429280906,1.9498050704800027,1.0710218133978247,0.16483101955711252
mediapipe,2_1,2_1,genuine,2_1_photo_3_2026-04-09_20-38-32_facecrop.jpg,2_1_photo_5_2026-04-09_20-38-32_facecrop.jpg,kate_crop_2_1_photo_3_2026_04_09_20_38_32_facecrop_mediapipe_facemesh.ply,kate_crop_2_1_photo_5_2026_04_09_20_38_32_facecrop_mediapipe_facemesh.ply,1.4743756289309127,3.278854764109472,1.821091172346949,1.1673413338153893,0.19488216040727016
mediapipe,2_1,2_1,genuine,2_1_photo_4_2026-04-09_20-38-32_facecrop.jpg,2_1_photo_5_2026-04-09_20-38-32_facecrop.jpg,kate_crop_2_1_photo_4_2026_04_09_20_38_32_facecrop_mediapipe_facemesh.ply,kate_crop_2_1_photo_5_2026_04_09_20_38_32_facecrop_mediapipe_facemesh.ply,2.5471574283011913,4.53982946101533,2.9037015489783533,1.076511024732473,0.29371865305332845
