group,image_name,image_path,width,height,megapixels,file_bytes
1_1,photo_2026-04-09_19-36-57.jpg,D:\YandexDisk\kondratevakate\01_insidekatesbrain\01_my_brain_years\faceage_brainage\1_1\photo\photo_2026-04-09_19-36-57.jpg,960,1280,1.2288,180024
1_1,photo_2026-04-09_19-37-48.jpg,D:\YandexDisk\kondratevakate\01_insidekatesbrain\01_my_brain_years\faceage_brainage\1_1\photo\photo_2026-04-09_19-37-48.jpg,960,1280,1.2288,405562
1_1,photo_2026-04-09_19-37-56.jpg,D:\YandexDisk\kondratevakate\01_insidekatesbrain\01_my_brain_years\faceage_brainage\1_1\photo\photo_2026-04-09_19-37-56.jpg,768,1024,0.7864,117843
1_1,photo_2026-04-09_19-38-04.jpg,D:\YandexDisk\kondratevakate\01_insidekatesbrain\01_my_brain_years\faceage_brainage\1_1\photo\photo_2026-04-09_19-38-04.jpg,721,1280,0.9229,225553
2_1,photo_2026-04-09_20-37-59.jpg,D:\YandexDisk\kondratevakate\01_insidekatesbrain\01_my_brain_years\faceage_brainage\2_1\photos\photo_2026-04-09_20-37-59.jpg,1920,2560,4.9152,476658
2_1,photo_2_2026-04-09_20-38-32.jpg,D:\YandexDisk\kondratevakate\01_insidekatesbrain\01_my_brain_years\faceage_brainage\2_1\photos\photo_2_2026-04-09_20-38-32.jpg,1920,2560,4.9152,252232
2_1,photo_3_2026-04-09_20-38-32.jpg,D:\YandexDisk\kondratevakate\01_insidekatesbrain\01_my_brain_years\faceage_brainage\2_1\photos\photo_3_2026-04-09_20-38-32.jpg,1920,2560,4.9152,295182
2_1,photo_4_2026-04-09_20-38-32.jpg,D:\YandexDisk\kondratevakate\01_insidekatesbrain\01_my_brain_years\faceage_brainage\2_1\photos\photo_4_2026-04-09_20-38-32.jpg,1920,2560,4.9152,769071
2_1,photo_5_2026-04-09_20-38-32.jpg,D:\YandexDisk\kondratevakate\01_insidekatesbrain\01_my_brain_years\faceage_brainage\2_1\photos\photo_5_2026-04-09_20-38-32.jpg,1920,2560,4.9152,353627
