group,image_name,image_path,width,height,megapixels,file_bytes
crops,1_1_photo_2026-04-09_19-36-57_facecrop.jpg,D:\YandexDisk\kondratevakate\01_insidekatesbrain\01_my_brain_years\faceage_brainage\avatar_2026\photo_crops_3ddfa_1024\1_1_photo_2026-04-09_19-36-57_facecrop.jpg,1024,1024,1.0486,158828
crops,1_1_photo_2026-04-09_19-37-48_facecrop.jpg,D:\YandexDisk\kondratevakate\01_insidekatesbrain\01_my_brain_years\faceage_brainage\avatar_2026\photo_crops_3ddfa_1024\1_1_photo_2026-04-09_19-37-48_facecrop.jpg,1024,1024,1.0486,153853
crops,1_1_photo_2026-04-09_19-37-56_facecrop.jpg,D:\YandexDisk\kondratevakate\01_insidekatesbrain\01_my_brain_years\faceage_brainage\avatar_2026\photo_crops_3ddfa_1024\1_1_photo_2026-04-09_19-37-56_facecrop.jpg,1024,1024,1.0486,126985
crops,1_1_photo_2026-04-09_19-38-04_facecrop.jpg,D:\YandexDisk\kondratevakate\01_insidekatesbrain\01_my_brain_years\faceage_brainage\avatar_2026\photo_crops_3ddfa_1024\1_1_photo_2026-04-09_19-38-04_facecrop.jpg,1024,1024,1.0486,170132
crops,2_1_photo_2026-04-09_20-37-59_facecrop.jpg,D:\YandexDisk\kondratevakate\01_insidekatesbrain\01_my_brain_years\faceage_brainage\avatar_2026\photo_crops_3ddfa_1024\2_1_photo_2026-04-09_20-37-59_facecrop.jpg,1024,1024,1.0486,280770
crops,2_1_photo_2_2026-04-09_20-38-32_facecrop.jpg,D:\YandexDisk\kondratevakate\01_insidekatesbrain\01_my_brain_years\faceage_brainage\avatar_2026\photo_crops_3ddfa_1024\2_1_photo_2_2026-04-09_20-38-32_facecrop.jpg,1024,1024,1.0486,180145
crops,2_1_photo_3_2026-04-09_20-38-32_facecrop.jpg,D:\YandexDisk\kondratevakate\01_insidekatesbrain\01_my_brain_years\faceage_brainage\avatar_2026\photo_crops_3ddfa_1024\2_1_photo_3_2026-04-09_20-38-32_facecrop.jpg,1024,1024,1.0486,169529
crops,2_1_photo_4_2026-04-09_20-38-32_facecrop.jpg,D:\YandexDisk\kondratevakate\01_insidekatesbrain\01_my_brain_years\faceage_brainage\avatar_2026\photo_crops_3ddfa_1024\2_1_photo_4_2026-04-09_20-38-32_facecrop.jpg,1024,1024,1.0486,187956
crops,2_1_photo_5_2026-04-09_20-38-32_facecrop.jpg,D:\YandexDisk\kondratevakate\01_insidekatesbrain\01_my_brain_years\faceage_brainage\avatar_2026\photo_crops_3ddfa_1024\2_1_photo_5_2026-04-09_20-38-32_facecrop.jpg,1024,1024,1.0486,228889
